# rings,1,2,10,20,40,100,200,400
1,,,,,,,,
63,0.6,1.1,1.2,1.8,2.5,6.7,13.1,26
95,,,,,,,,
127,,,,,,,,
255,,,,,,,,
511,,,,,,,,
